,miRNA,Plasma_C1,Plasma_C2,Plasma_C3,Plasma_C4,Plasma_C5,Plasma_C6,Plasma_HP01_T,Plasma_HP02_T,Plasma_HP03_T,Plasma_HP04_T,Plasma_HP01_T,Tissue_HP01_T,Tissue_HP02_T,Tissue_HP03_T,Tissue_HP04_T,Tissue_HP05_T,Tissue_HP01_N,Tissue_HP03_N,Tissue_HP04_N,Tissue_HP05_N
840,hsa-miR-3909,12,25,18,19,104,134,0,0,0,0,0,11,13,0,17,0,0,0,0,0
841,hsa-miR-3910,31,100,79,120,104,94,13,0,0,12,0,0,11,0,0,0,0,0,0,10
842,hsa-miR-3911,0,147,26,18,59,55,0,0,0,0,0,0,0,11,23,10,0,18,0,12
843,hsa-miR-3912-3p,0,0,0,12,12,23,0,0,0,0,0,0,32,0,21,0,0,0,0,0
844,hsa-miR-3912-5p,21,81,65,75,109,102,18,24,0,12,11,0,0,0,0,0,0,0,0,0
845,hsa-miR-3913-3p,45,112,185,200,86,133,0,0,13,14,31,10,26,0,18,16,0,10,10,0
846,hsa-miR-3913-5p,0,0,0,0,19,31,0,0,0,0,0,50,93,19,104,79,18,0,39,39
847,hsa-miR-3914,22,66,97,95,44,73,0,0,18,0,0,0,0,0,15,0,0,15,0,0
848,hsa-miR-3915,17,72,86,86,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,hsa-miR-3916,35,144,148,193,249,308,24,24,0,17,17,0,0,12,13,0,0,27,0,14
850,hsa-miR-3917,0,31,33,34,93,138,10,0,13,0,0,0,0,0,0,0,0,18,0,0
851,hsa-miR-3918,0,22,15,19,49,63,0,12,0,0,0,0,0,0,0,0,0,28,0,0
852,hsa-miR-3919,31,38,31,26,109,134,11,0,0,0,0,0,10,0,10,0,0,15,0,0
853,hsa-miR-3920,12,28,16,34,64,86,0,10,0,0,0,0,0,0,0,0,0,11,0,0
854,hsa-miR-3921,10,21,23,17,149,303,21,0,0,0,0,0,0,0,0,0,0,0,0,0
855,hsa-miR-3922-3p,15,71,50,48,61,81,0,20,0,0,0,0,0,0,0,0,0,0,0,0
856,hsa-miR-3922-5p,0,227,63,55,101,114,0,11,0,0,0,0,10,0,24,10,10,27,13,11
857,hsa-miR-3923,16,30,50,38,178,202,18,15,14,0,51,0,0,0,0,0,0,11,0,0
858,hsa-miR-3924,0,19,12,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,hsa-miR-3925-3p,0,11,16,21,23,37,0,0,0,0,0,0,0,0,13,0,0,16,0,0
860,hsa-miR-3925-5p,36,195,231,292,72,105,10,18,0,10,0,0,0,0,12,0,0,18,0,11
861,hsa-miR-3926,0,11,0,10,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,hsa-miR-3927-3p,44,278,251,243,96,113,0,0,15,0,0,0,0,0,0,0,0,0,0,0
863,hsa-miR-3927-5p,0,28,15,16,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,hsa-miR-3928-3p,27,122,137,130,136,115,0,0,0,0,0,25,23,84,57,17,16,11,25,26
865,hsa-miR-3928-5p,14,106,124,132,153,181,13,22,0,0,0,0,0,20,20,12,0,79,14,16
866,hsa-miR-3929,0,16,13,22,75,110,0,30,0,0,0,0,0,0,0,0,0,0,0,0
867,hsa-miR-3934-3p,0,14,28,22,100,175,13,25,0,0,0,0,0,0,0,0,0,23,0,14
868,hsa-miR-3934-5p,60,175,71,225,937,925,25,24,18,0,0,11,25,72,13,34,13,18,13,17
869,hsa-miR-3935,37,84,42,30,115,102,10,0,0,0,12,0,0,0,0,0,0,18,0,0
870,hsa-miR-3936,29,54,72,77,119,123,14,10,0,0,0,0,0,0,0,0,0,0,0,0
871,hsa-miR-3937,0,31,18,16,67,87,0,0,0,0,0,0,0,0,0,0,0,19,0,0
872,hsa-miR-3938,12,87,83,76,91,189,19,31,10,0,0,0,0,0,0,0,0,0,0,0
873,hsa-miR-3939,24,55,103,110,95,115,18,15,24,0,0,0,0,0,0,0,0,25,0,0
874,hsa-miR-3940-3p,47,137,103,84,346,324,26,30,54,0,0,15,0,0,16,0,0,21,0,0
875,hsa-miR-3940-5p,0,28,29,29,63,96,0,10,22,0,0,0,0,0,0,0,0,41,0,0
876,hsa-miR-3941,14,59,53,66,108,110,11,0,0,0,0,0,0,0,0,0,0,13,0,0
877,hsa-miR-3942-3p,0,20,21,21,61,106,0,23,0,0,11,0,0,0,0,0,0,0,0,0
878,hsa-miR-3942-5p,0,38,42,39,83,157,0,15,0,0,0,0,0,0,0,0,0,10,0,0
879,hsa-miR-3943,74,178,207,241,196,221,47,21,18,19,0,55,108,0,109,31,0,13,68,182
880,hsa-miR-3944-3p,0,33,22,25,61,65,21,0,0,0,0,0,0,10,0,0,0,15,0,0
881,hsa-miR-3944-5p,19,83,91,80,96,59,21,0,12,0,0,0,0,0,0,0,0,10,0,0
882,hsa-miR-3945,17,43,50,43,158,140,16,0,10,0,0,0,0,0,0,0,0,16,0,0
883,hsa-miR-3960,48,327,153,153,325,335,48,0,23,0,0,26,11,32,47,17,16,2200,28,36
884,hsa-miR-3972,28,259,134,163,150,179,14,31,18,0,0,0,0,0,0,0,0,17,0,0
885,hsa-miR-3973,0,0,0,10,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,hsa-miR-3974,125,267,228,288,3374,4460,302,312,29,35,26,14,17,0,11,0,0,0,0,0
887,hsa-miR-3975,0,13,0,16,30,56,0,12,0,0,37,0,0,0,0,0,0,0,0,0
888,hsa-miR-3976,0,39,40,55,94,103,11,13,0,0,0,0,0,0,0,0,0,17,0,0
889,hsa-miR-3977,14,34,40,53,48,55,11,20,0,0,0,0,0,0,0,0,0,0,0,0
890,hsa-miR-3978,16,61,55,113,180,174,16,0,0,0,107,0,0,0,0,0,0,10,0,0
891,hsa-miR-409-3p,107,409,168,68,96,459,147,0,52,85,119,1569,2904,152,146,779,1579,52,2305,3166
892,hsa-miR-409-5p,10,30,22,22,73,76,12,0,0,0,0,163,274,0,15,65,70,0,77,141
893,hsa-miR-410-3p,0,21,13,20,23,38,0,11,0,0,0,0,15,0,0,0,0,0,0,0
894,hsa-miR-410-5p,15,58,62,50,87,100,0,0,13,0,0,0,0,0,0,0,0,0,0,10
895,hsa-miR-411-3p,19,57,49,31,90,93,13,15,0,0,15,0,10,0,0,0,0,0,0,0
896,hsa-miR-411-5p,13,38,44,56,57,78,15,0,0,0,0,1465,2012,91,64,241,1526,103,622,1053
897,hsa-miR-412-3p,14,64,47,55,127,148,0,31,11,0,15,0,0,0,0,0,0,11,0,0
898,hsa-miR-412-5p,12,42,50,39,83,82,0,19,13,0,0,0,30,0,0,0,0,0,0,10
899,hsa-miR-421,19,51,97,87,124,182,11,0,0,0,0,184,345,227,496,193,148,51,70,135
900,hsa-miR-422a,11,18,34,39,76,57,0,0,0,0,0,0,12,0,43,0,12,0,16,11
901,hsa-miR-423-3p,400,1376,2167,1224,1067,2037,502,91,190,220,268,6590,8016,2136,5754,2356,2995,832,3285,2682
902,hsa-miR-423-5p,3197,12849,13169,7235,7918,7259,4734,2242,1671,4785,5920,3804,2892,2111,4141,3301,2400,601,1936,1718
903,hsa-miR-424-3p,0,36,24,33,74,65,0,0,0,0,0,63,51,15,74,0,38,0,42,18
904,hsa-miR-424-5p,14,87,96,243,110,107,16,18,0,0,0,566,1014,105,972,120,332,32,292,255
905,hsa-miR-425-3p,48,130,168,165,131,244,40,24,16,40,57,585,795,607,979,335,280,107,441,539
906,hsa-miR-425-5p,917,1795,3327,1684,2426,3952,1103,337,161,475,769,4871,6480,7561,7750,3295,2300,1261,2497,3329
907,hsa-miR-4251,41,271,416,268,36,31,0,0,17,13,0,0,0,0,0,0,0,0,0,0
908,hsa-miR-4252,11,24,37,26,268,309,0,24,11,0,0,0,0,0,0,0,0,0,0,0
909,hsa-miR-4253,14,18,13,27,108,142,25,0,34,0,0,0,0,0,0,0,0,0,0,0
910,hsa-miR-4254,23,85,66,67,248,277,21,42,13,0,0,0,0,0,15,0,0,25,0,14
911,hsa-miR-4255,11,10,17,20,62,89,0,0,0,0,0,0,0,0,13,14,0,13,0,13
912,hsa-miR-4256,0,31,17,19,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,hsa-miR-4257,12,44,52,50,63,82,0,11,12,0,0,0,0,0,10,0,0,41,0,10
914,hsa-miR-4258,49,202,157,173,88,102,0,0,0,11,0,0,0,0,0,0,0,21,0,0
915,hsa-miR-4259,38,162,181,189,293,259,16,21,15,0,0,0,0,0,12,0,0,14,0,0
916,hsa-miR-4260,17,74,76,74,76,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,hsa-miR-4261,16,27,20,44,88,114,10,0,0,0,0,0,0,0,0,0,0,15,0,0
918,hsa-miR-4262,85,276,314,375,112,131,17,11,30,40,39,0,0,0,13,0,0,0,0,14
919,hsa-miR-4263,0,16,16,20,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,hsa-miR-4264,12,31,28,33,34,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0
921,hsa-miR-4265,0,31,15,11,54,50,0,0,0,0,0,0,0,0,12,0,0,492,0,0
922,hsa-miR-4266,20,23,20,30,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,hsa-miR-4267,0,21,19,29,33,32,10,13,0,0,0,0,0,0,0,0,0,0,0,0
924,hsa-miR-4268,18,65,38,58,184,190,0,10,21,0,0,10,0,0,0,10,0,186,0,0
925,hsa-miR-4269,10,51,23,21,31,44,0,0,0,0,0,0,0,12,17,0,0,26,10,0
926,hsa-miR-4270,0,14,38,32,73,74,0,0,0,0,0,0,0,0,11,0,0,20,0,0
927,hsa-miR-4271,25,69,63,59,108,106,12,15,11,20,0,0,0,0,19,0,0,0,11,0
928,hsa-miR-4272,15,17,17,25,34,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0
929,hsa-miR-4273,31,123,168,173,49,41,0,0,0,14,0,0,0,0,12,0,0,0,0,0
930,hsa-miR-4274,40,168,62,59,146,155,21,0,23,0,10,0,0,0,0,0,0,30,0,0
931,hsa-miR-4275,0,56,14,30,172,147,0,30,0,0,0,0,0,0,0,0,0,0,0,0
932,hsa-miR-4276,0,15,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,hsa-miR-4277,0,0,14,20,62,104,0,0,0,0,0,0,0,0,10,0,0,12,0,0
934,hsa-miR-4278,0,30,18,20,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,hsa-miR-4279,14,43,47,46,228,181,11,0,0,0,0,0,0,0,11,0,0,26,0,0
936,hsa-miR-4280,0,18,17,14,49,90,0,0,0,0,0,0,0,0,0,0,0,26,0,0
937,hsa-miR-4281,19,38,28,63,87,87,0,14,0,0,0,0,0,0,0,0,0,46,0,0
938,hsa-miR-4282,37,143,95,217,74,63,0,22,0,22,0,0,0,0,0,0,0,0,0,0
939,hsa-miR-4283,0,15,10,11,49,52,11,0,0,0,22,0,0,0,0,0,0,0,0,0
940,hsa-miR-4284,16,51,45,38,86,113,0,25,32,0,0,0,0,0,11,0,0,0,0,0
941,hsa-miR-4285,11,22,33,27,79,83,0,0,16,0,0,0,0,0,0,0,0,551,0,0
942,hsa-miR-4286,16,63,97,75,84,158,0,0,0,10,0,185,195,81,420,57,111,39,79,102
943,hsa-miR-4287,39,101,147,127,88,82,0,0,10,0,14,0,0,0,0,0,0,0,0,0
944,hsa-miR-4288,58,218,308,371,92,155,0,62,17,0,25,0,0,0,0,0,0,16,0,10
945,hsa-miR-4289,0,0,18,10,113,140,0,28,0,0,0,0,0,0,0,0,0,0,0,0
946,hsa-miR-429,20,32,34,49,64,64,13,0,15,0,10,3373,8237,3347,158,6949,3715,1855,3733,5519
947,hsa-miR-4290,170,802,795,633,224,207,15,17,47,30,13,13,0,0,27,0,0,44,13,29
948,hsa-miR-4291,0,18,23,25,105,64,34,0,10,0,0,0,0,0,0,0,0,11,0,0
949,hsa-miR-4292,0,57,69,53,61,118,15,0,11,0,13,0,0,0,0,0,0,17,0,0
950,hsa-miR-4293,20,28,22,64,118,114,0,0,16,0,0,0,0,0,10,0,0,23,0,0
951,hsa-miR-4294,0,29,24,19,50,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0
952,hsa-miR-4295,0,17,21,12,39,33,0,0,0,0,0,0,0,0,11,0,0,11,0,12
953,hsa-miR-4296,0,11,13,0,27,43,0,0,0,0,0,0,0,0,0,0,0,11,0,0
954,hsa-miR-4297,0,15,13,0,36,51,0,0,0,0,0,11,24,0,25,0,0,50,16,10
955,hsa-miR-4298,0,31,24,22,60,63,0,0,0,0,0,0,10,0,13,0,11,29,0,0
956,hsa-miR-4299,0,30,68,31,75,93,0,28,0,0,0,0,0,0,0,0,0,0,0,0
957,hsa-miR-4300,12,48,26,17,119,158,0,0,0,0,0,0,0,0,0,0,0,19,0,0
958,hsa-miR-4301,46,58,74,70,124,151,10,93,0,0,91,104,65,45,71,11,10,727,12,14
959,hsa-miR-4302,209,528,633,585,323,338,28,10,54,27,21,11,0,0,0,0,0,22,0,0
960,hsa-miR-4303,59,54,55,41,322,321,26,31,0,10,0,0,0,0,0,0,0,16,0,0
961,hsa-miR-4304,13,44,39,28,72,80,0,0,12,0,0,184,54,60,198,21,58,19,48,45
962,hsa-miR-4305,16,56,33,49,115,152,15,13,48,13,0,0,0,0,0,0,0,0,0,0
963,hsa-miR-4306,0,11,14,12,37,53,0,0,0,0,0,0,0,0,0,13,0,0,0,15
964,hsa-miR-4307,0,16,26,22,87,75,10,0,29,0,61,0,0,0,22,0,0,10,0,10
965,hsa-miR-4308,0,20,14,17,47,43,0,0,0,0,0,0,0,0,18,0,0,12,0,0
966,hsa-miR-4309,0,32,32,48,45,54,0,0,17,0,0,0,0,0,0,0,0,17,0,0
967,hsa-miR-431-3p,22,47,52,58,103,125,0,21,21,13,0,25,19,0,0,10,21,0,10,24
968,hsa-miR-431-5p,22,130,45,19,52,142,41,0,0,13,21,230,382,17,38,86,180,0,66,117
969,hsa-miR-4310,19,38,67,46,42,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,hsa-miR-4311,15,61,49,54,60,80,16,0,0,0,0,0,0,0,0,0,0,18,0,0
971,hsa-miR-4312,26,68,46,50,96,141,0,34,0,0,0,0,0,12,16,0,0,29,11,16
972,hsa-miR-4313,0,39,13,21,53,42,0,0,14,0,0,0,0,0,11,0,0,16,0,0
973,hsa-miR-4314,0,17,0,16,39,42,0,0,0,0,0,0,0,0,0,0,0,15,11,0
974,hsa-miR-4315,0,21,11,10,26,62,0,11,17,0,0,0,0,0,0,0,0,11,0,0
975,hsa-miR-4316,24,30,37,42,72,73,23,0,16,0,0,0,0,0,0,0,0,0,0,0
976,hsa-miR-4317,79,373,543,317,163,138,11,32,17,11,0,17,26,0,17,13,0,0,0,0
977,hsa-miR-4318,0,0,0,0,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,hsa-miR-4319,0,59,65,60,87,53,0,0,11,0,0,0,0,0,0,0,0,16,0,0
979,hsa-miR-432-3p,20,68,19,30,75,110,11,0,0,0,0,0,0,0,0,0,0,12,0,0
980,hsa-miR-432-5p,227,469,130,48,149,399,345,47,90,436,307,1615,1093,80,300,553,1341,61,1164,1887
981,hsa-miR-4320,12,15,23,27,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,hsa-miR-4321,18,34,12,19,75,82,0,14,0,0,0,0,0,15,21,17,0,298,15,10
983,hsa-miR-4322,64,316,295,335,133,277,91,25,120,41,47,51,76,35,46,52,276,1521,1073,497
984,hsa-miR-4323,0,22,14,29,81,82,17,11,0,0,0,0,0,11,0,0,0,26,0,0
985,hsa-miR-4324,86,184,261,196,126,109,56,28,63,66,32,431,411,101,669,151,99,21,149,227
986,hsa-miR-4325,0,38,39,52,56,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0
987,hsa-miR-4326,33,56,48,51,207,160,13,0,19,0,0,15,47,33,23,35,30,31,10,32
988,hsa-miR-4327,51,127,121,97,262,273,18,25,0,16,14,0,10,11,10,0,0,30,14,10
989,hsa-miR-4328,0,0,12,23,39,58,0,0,0,0,0,47,56,0,57,37,19,15,30,59
990,hsa-miR-4329,21,68,46,66,145,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,hsa-miR-433-3p,40,87,90,130,171,101,12,11,28,27,10,14,13,0,0,13,19,54,10,11
992,hsa-miR-433-5p,22,233,231,223,64,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,hsa-miR-4330,0,24,14,20,42,61,15,0,12,0,0,0,0,0,0,0,0,18,0,0
994,hsa-miR-4417,56,322,326,224,188,197,15,0,17,0,0,0,0,24,17,11,10,46,0,0
995,hsa-miR-4418,0,19,24,15,51,55,0,0,0,0,0,0,0,0,11,0,0,0,0,0
996,hsa-miR-4419a,0,20,16,14,44,45,0,0,0,0,0,0,0,0,11,0,0,20,0,0
997,hsa-miR-4419b,24,45,25,41,149,167,30,31,13,0,0,0,0,0,16,0,0,275,11,21
998,hsa-miR-4420,0,12,17,10,65,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,hsa-miR-4421,0,43,25,26,82,55,0,0,0,0,0,0,0,0,37,0,0,13,0,10
1000,hsa-miR-4422,0,22,22,24,56,52,0,0,36,0,0,0,0,0,0,0,0,12,0,0
1001,hsa-miR-4423-3p,0,33,67,60,61,84,14,0,11,0,0,0,0,0,0,0,0,0,0,0
1002,hsa-miR-4423-5p,0,65,30,43,114,130,0,13,0,0,0,0,11,0,24,0,0,10,0,0
1003,hsa-miR-4424,10,15,16,27,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,hsa-miR-4425,48,89,58,63,93,149,17,0,0,15,0,0,0,0,0,0,0,10,0,0
1005,hsa-miR-4426,0,17,13,12,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,hsa-miR-4427,0,20,18,14,95,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,hsa-miR-4428,0,28,26,20,92,76,12,15,0,0,10,0,0,0,0,0,0,29,0,0
1008,hsa-miR-4429,48,254,52,53,290,278,50,24,12,13,13,16,21,18,23,13,17,43,28,16
1009,hsa-miR-4430,0,26,43,30,54,84,0,0,14,0,0,10,0,0,21,0,0,75,16,11
1010,hsa-miR-4431,0,18,23,38,75,118,17,16,0,0,0,0,0,0,0,0,0,0,0,0
1011,hsa-miR-4432,0,11,12,11,40,33,0,0,0,0,0,0,0,0,0,0,0,11,0,0
1012,hsa-miR-4433a-3p,37,64,43,74,52,84,19,0,0,0,16,0,0,0,0,0,0,0,0,0
1013,hsa-miR-4433a-5p,11,41,44,19,39,50,0,19,0,0,0,0,0,0,14,0,0,41,0,0
1014,hsa-miR-4433b-3p,22,70,66,85,146,208,0,26,0,0,16,0,0,0,0,0,0,11,0,0
1015,hsa-miR-4433b-5p,235,446,257,614,279,454,25,24,12,0,37,0,0,12,16,0,0,14,0,0
1016,hsa-miR-4434,0,29,21,25,34,43,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1017,hsa-miR-4435,0,24,21,34,151,144,0,13,0,0,0,0,0,0,16,0,0,21,0,11
1018,hsa-miR-4436a,0,18,17,11,46,40,16,0,0,0,0,0,0,0,0,0,0,10,0,0
1019,hsa-miR-4436b-3p,12,34,36,50,74,109,0,0,11,0,0,0,0,0,12,0,0,14,0,0
1020,hsa-miR-4436b-5p,95,175,185,129,85,89,25,15,0,53,21,0,0,0,10,0,0,16,0,0
1021,hsa-miR-4437,0,59,76,75,101,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,hsa-miR-4438,11,28,32,30,123,120,0,0,10,0,0,0,0,0,14,0,0,13,0,0
1023,hsa-miR-4439,0,18,12,13,61,52,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1024,hsa-miR-4440,120,151,100,206,1524,2022,231,109,39,0,0,13,12,0,11,0,0,31,0,0
1025,hsa-miR-4441,12,31,47,120,28,36,13,12,0,12,0,0,0,0,0,0,0,30,0,0
1026,hsa-miR-4442,0,18,32,34,71,73,0,11,50,0,0,0,0,0,17,0,0,0,0,0
1027,hsa-miR-4443,39,67,64,61,112,118,12,0,24,0,0,36,62,28,21,12,52,10,59,22
1028,hsa-miR-4444,17,42,51,65,69,67,0,0,14,0,11,0,0,0,10,0,0,15,0,0
1029,hsa-miR-4445-3p,0,34,0,29,106,112,18,19,0,0,0,0,0,0,0,0,0,0,0,0
1030,hsa-miR-4445-5p,0,23,19,23,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,hsa-miR-4446-3p,19,11,21,31,92,114,0,0,27,25,44,0,0,0,10,12,0,18,0,0
1032,hsa-miR-4446-5p,24,148,69,89,227,318,47,16,16,0,0,0,0,0,0,0,0,17,0,12
1033,hsa-miR-4447,11,15,23,14,32,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,hsa-miR-4448,45,347,391,494,416,435,0,12,30,0,10,0,0,0,0,0,0,12,0,0
1035,hsa-miR-4449,49,105,99,110,121,110,18,10,12,0,30,0,0,0,0,0,0,46,0,13
1036,hsa-miR-4450,22,44,45,86,85,78,0,0,0,0,0,0,0,0,0,0,0,22,0,10
1037,hsa-miR-4451,70,57,36,41,198,187,16,19,0,0,0,0,0,0,0,0,0,0,0,0
1038,hsa-miR-4452,0,138,33,49,77,105,0,0,0,0,0,0,0,0,0,0,0,21,0,0
1039,hsa-miR-4453,0,0,16,18,58,60,0,0,14,0,0,0,0,0,0,0,0,18,0,0
1040,hsa-miR-4454,15,65,68,50,97,145,13,19,13,15,0,225,770,51,295,91,41,31,195,195
1041,hsa-miR-4455,13,34,14,13,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,hsa-miR-4456,113,187,351,330,313,256,24,51,33,57,25,0,0,0,10,0,0,0,0,0
1043,hsa-miR-4457,15,33,74,74,180,284,16,0,11,0,0,0,0,0,0,0,0,0,0,0
1044,hsa-miR-4458,105,218,105,249,1300,1233,46,71,31,11,0,0,0,21,15,0,0,14,13,13
1045,hsa-miR-4459,161,323,344,445,270,336,39,16,36,11,18,14,0,0,15,0,0,36,0,0
1046,hsa-miR-4460,0,30,16,22,70,78,0,11,0,0,0,0,0,0,0,0,0,10,0,0
1047,hsa-miR-4461,24,48,31,41,208,154,39,0,0,0,0,0,0,0,27,0,0,0,0,0
1048,hsa-miR-4462,29,32,38,31,127,145,17,19,14,0,0,0,0,0,0,0,0,11,0,0
1049,hsa-miR-4463,15,26,32,45,156,162,30,0,15,0,0,0,0,0,12,0,0,51,0,0
1050,hsa-miR-4464,49,36,68,65,76,72,20,0,33,13,0,0,0,0,0,0,0,0,0,0
1051,hsa-miR-4465,11,29,24,37,96,176,20,12,0,0,11,0,0,0,0,0,0,17,0,0
1052,hsa-miR-4466,22,56,87,100,121,114,12,10,10,0,0,0,0,0,0,0,0,89,0,0
1053,hsa-miR-4467,11,28,24,15,40,64,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1054,hsa-miR-4468,15,66,91,132,57,64,0,14,14,0,0,0,0,0,16,0,0,16,12,0
1055,hsa-miR-4469,50,116,153,184,578,822,54,62,20,0,0,0,0,0,10,0,0,13,0,0
1056,hsa-miR-4470,0,47,47,44,66,73,0,10,0,0,0,11,0,0,0,0,0,14,0,0
1057,hsa-miR-4471,0,28,117,43,52,67,11,11,0,0,0,0,0,0,13,0,0,0,0,0
1058,hsa-miR-4472,12,77,25,28,35,49,10,0,0,0,0,0,43,0,23,0,17,11,10,22
1059,hsa-miR-4473,27,52,79,62,79,82,0,0,0,0,0,0,0,0,12,0,0,0,0,0
1060,hsa-miR-4474-3p,14,16,25,23,54,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,hsa-miR-4474-5p,11,28,51,50,64,72,0,24,20,0,27,0,0,0,0,0,0,0,0,0
1062,hsa-miR-4475,0,47,19,14,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,hsa-miR-4476,23,28,23,33,119,140,14,13,0,0,0,0,0,0,0,0,0,22,0,0
1064,hsa-miR-4477a,16,43,52,39,39,49,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1065,hsa-miR-4477b,0,0,11,0,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1066,hsa-miR-4478,13,18,22,24,140,152,0,11,0,0,0,0,0,0,11,0,0,24,0,13
1067,hsa-miR-4479,0,52,43,53,157,153,0,12,0,0,0,0,0,16,18,0,0,62,11,10
1068,hsa-miR-448,0,14,17,23,57,53,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1069,hsa-miR-4480,0,156,39,48,64,67,0,0,0,0,0,0,0,0,20,0,0,0,0,10
1070,hsa-miR-4481,11,47,33,43,75,96,0,20,0,12,0,0,0,0,0,0,0,13,0,0
1071,hsa-miR-4482-3p,0,31,23,60,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,hsa-miR-4482-5p,19,29,32,41,112,132,18,0,27,0,0,0,0,0,0,0,0,14,0,0
1073,hsa-miR-4483,11,22,12,19,39,41,10,0,0,0,11,0,0,0,0,0,0,11,0,0
1074,hsa-miR-4484,121,314,465,302,92,135,0,0,17,21,0,20,83,43,150,38,38,15,65,148
1075,hsa-miR-4485-3p,25,43,62,63,126,129,13,0,0,0,0,0,0,0,36,12,0,17,0,17
1076,hsa-miR-4485-5p,0,69,15,23,78,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,hsa-miR-4486,13,22,0,26,59,75,13,19,0,0,0,0,0,0,0,0,0,17,0,0
1078,hsa-miR-4487,11,27,21,20,113,72,12,0,0,0,0,0,0,0,13,0,0,16,0,0
1079,hsa-miR-4488,13,65,46,42,149,167,12,0,0,0,0,14,0,44,0,13,10,674,35,17
1080,hsa-miR-4489,12,32,32,34,93,83,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1081,hsa-miR-4490,10,30,24,21,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,hsa-miR-4491,0,17,18,12,56,40,0,0,0,0,0,0,0,0,0,0,0,13,0,0
1083,hsa-miR-4492,13,120,38,37,61,62,15,0,13,0,0,10,0,19,12,0,0,163,22,0
1084,hsa-miR-4493,10,57,55,69,118,82,0,0,0,0,0,0,0,0,12,0,0,16,12,12
1085,hsa-miR-4494,0,28,35,26,63,75,0,0,0,0,0,0,0,0,0,0,0,14,0,0
1086,hsa-miR-4495,62,58,81,112,155,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,hsa-miR-4496,17,49,61,47,225,237,19,20,14,11,0,0,0,0,17,13,0,13,0,17
1088,hsa-miR-4497,0,35,31,16,36,70,0,0,0,0,0,0,0,20,0,0,0,17,0,0
1089,hsa-miR-4498,0,82,84,203,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,hsa-miR-4499,20,92,38,48,81,96,0,0,0,0,0,0,0,0,17,0,0,24,15,0
1091,hsa-miR-449a,27,42,46,49,56,80,12,0,0,19,0,0,63,0,14,0,13,0,0,15
1092,hsa-miR-449b-3p,13,49,46,55,132,127,16,0,0,0,0,0,0,0,0,0,0,13,0,0
1093,hsa-miR-449b-5p,13,20,39,29,61,79,0,11,0,0,10,0,19,0,0,0,0,10,0,0
1094,hsa-miR-449c-3p,44,56,57,133,145,82,0,0,0,0,0,0,0,16,31,0,10,16,0,0
1095,hsa-miR-449c-5p,13,51,43,47,79,87,0,0,11,0,0,0,25,0,24,0,11,0,15,14
1096,hsa-miR-4500,0,0,0,0,29,26,0,0,0,0,0,0,13,0,13,0,0,0,0,0
1097,hsa-miR-4501,398,1712,2675,2029,489,349,45,47,165,115,53,0,0,0,21,20,0,18,0,0
